sequence,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBv/TFDU+AAAvhFzpBOpB6tB0mBlqBxuB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBvCmFDK+AAAvhFTpB6oB1mBMqB2uBRvB,v115@DhB8IeB8GeC8FeE8Je1OYaAFLDmClcJSAVDEHBEooR?BUoAVBpiLuCKHBAAvhFxqB6oB0hBXgBOkBzqB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBK+TFDUHBAAvhFWqBZkB6oB0mB1qBzpB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVB0SltCKHBAAvhF1uB6tBRrBXlBOpBTrB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVB0izPCJHBAAvhF1uB6tB0mBOpBRqBTqB,v115@DhB8IeB8GeC8FeE8JeTJYaAFLDmClcJSAVDEHBEooR?BPoAVBaN8LC0/AAAvhF0qB3mB6oBxpBFmBmpB,v115@DhB8IeB8GeC8FeE8Je3JYaAFLDmClcJSAVDEHBEooR?BToAVB0izPCJHBAAvhFFrB6oB0hBOkBRqBTqB,v115@DhB8IeB8GeC8FeE8Je2OYaAFLDmClcJSAVDEHBEooR?BKoAVBpiLuCUHBAAvhFxqB6oB0hB/kBFlBzqB,v115@DhB8IeB8GeC8FeE8Je1OYaAFLDmClcJSAVDEHBEooR?BUoAVBzXUPCP+AAAvhF3mBUlB6oBOkBzqBxvB,v115@DhB8IeB8GeC8FeE8Je2OYaAFLDmClcJSAVDEHBEooR?BKoAVBpC+tCaHBAAvhFxqB6oB1mB/kBUlBzqB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBqijxCP+AAAvhFmpB6oB0hBllBTpBxuB,v115@DhB8IeB8GeC8FeE8JeTJYaAFLDmClcJSAVDEHBEooR?BPoAVB0izPCT+AAAvhFFrB6oB0hBmkB3qBxuB,v115@DhB8IeB8GeC8FeE8JezKYaAFLDmClcJSAVDEHBEooR?BPoAVBz/DxCa+AAAvhFXlBOpB6oBlmB0pBxvB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVB6/DxCT+AAAvhF0lBOpB6oBlmBXrBxuB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVBqSltCUHBAAvhF2uB6tBRrB/pBFlBTrB,v115@DhB8IeB8GeC8FeE8JezKYaAFLDmClcJSAVDEHBEooR?BPoAVBzCmFDK+AAAvhFXlB6oBlmBMkB2uBxvB,v115@DhB8IeB8GeC8FeE8JeXLYaAFLDmClcJSAVDEHBEooR?BToAVBpyaFD0/AAAvhFxpB6oBTpB0mB1qBmpB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBpCmPCaNBAAvhFZkB6oBlmBWlB0lBXrB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBpCmPCzXBAAvhFZkB6oBlmBWlBXmB0qB,v115@DhB8IeB8GeC8FeE8JeRPYaAFLDmClcJSAVDEHBEooR?BJoAVB6CegCz/AAAvhF0kB6oBlmBTgBXmBOpB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBseltCqXBAAvhF6oBlmBxkBXmBOpB0qB,v115@DhB8IeB8GeC8FeE8JezJYaAFLDmClcJSAVDEHBEooR?BPoAVBseNFDKNBAAvhF6oBlmBxkB0lBOpBXrB,v115@DhB8IeB8GeC8FeE8Je0KYaAFLDmClcJSAVDEHBEooR?BaoAVBM+dgCKNBAAvhF6oBRmBlkBTmBOpBXqB,v115@DhB8IeB8GeC8FeE8JeXKYaAFLDmClcJSAVDEHBEooR?BToAVBM+dgCqXBAAvhF6oBRmBlkBTmBOpB0qB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVBseltCvXBAAvhF6oBlmBxkBXmBTpB0qB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVB6CegCT+AAAvhF0lB6oBlmBTpBXrBxuB,v115@DhB8IeB8GeC8FeE8JemJYaAFLDmClcJSAVDEHBEooR?BKoAVBseNFDTHBAAvhF6oBlmBxkB0lBXrBTpB
JSIOTLZ,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSIOTZL,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIOLTZ,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSIOLZT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIOZTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSIOZLT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLTIZO,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O
JSLTIOZ,O,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
JSLTZIO,O,O,X,O,X,O,O,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSLTZOI,O,O,X,O,X,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JSLTOIZ,O,X,X,O,X,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLTOZI,O,O,X,O,X,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLITZO,O,X,X,O,X,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O
JSLITOZ,O,X,X,O,X,X,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
JSLIZTO,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSLIZOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSLIOTZ,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSLIOZT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JSLZTIO,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSLZTOI,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JSLZITO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSLZIOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSLZOTI,O,X,X,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLZOIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLOTIZ,O,X,X,O,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLOTZI,O,O,X,O,X,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLOITZ,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLOIZT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLOZTI,O,X,X,X,X,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLOZIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZTILO,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZTIOL,O,X,X,O,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZTLIO,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZTLOI,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JSZTOIL,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZTOLI,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZITLO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZITOL,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZILTO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZILOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZIOTL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZIOLT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZLTIO,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZLTOI,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JSZLITO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZLIOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZLOTI,O,X,X,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZLOIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZOTIL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZOTLI,O,X,X,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZOITL,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZOILT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZOLTI,O,X,X,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSZOLIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOTILZ,O,X,X,O,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOTIZL,O,X,X,O,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOTLIZ,O,X,X,O,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOTLZI,O,O,X,O,X,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOTZIL,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOTZLI,O,O,X,O,X,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOITLZ,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOITZL,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOILTZ,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOILZT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOIZTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOIZLT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOLTIZ,O,X,X,O,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOLTZI,O,O,X,O,X,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOLITZ,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOLIZT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JSOLZTI,O,X,X,X,X,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOLZIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOZTIL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOZTLI,O,X,X,X,X,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOZITL,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOZILT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOZLTI,O,X,X,X,X,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOZLIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTILSO,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
JZTILOS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
JZTISLO,X,O,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTISOL,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTIOLS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTIOSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLISO,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
JZTLIOS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
JZTLSIO,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTLSOI,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JZTLOIS,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZTLOSI,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZTSILO,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTSIOL,O,X,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTSLIO,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTSLOI,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JZTSOIL,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTSOLI,O,X,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZTOILS,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOISL,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOLIS,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZTOLSI,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZTOSIL,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOSLI,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITLSO,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
JZITLOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
JZITSLO,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZITSOL,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZITOLS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZITOSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZILTSO,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
JZILTOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
JZILSTO,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZILSOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZILOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZILOST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZISTLO,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZISTOL,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZISLTO,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZISLOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZISOTL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZISOLT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOTLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZIOTSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZIOLTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOSTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZIOSLT,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLTISO,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
JZLTIOS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
JZLTSIO,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLTSOI,O,O,O,X,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JZLTOIS,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZLTOSI,O,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZLITSO,O,O,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O
JZLITOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
JZLISTO,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLISOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLIOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLIOST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLSTIO,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZLSTOI,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JZLSITO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZLSIOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZLSOTI,O,X,X,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLSOIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTIS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZLOTSI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZLOITS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOIST,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSTI,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSIT,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSTILO,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSTIOL,O,X,X,O,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSTLIO,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSTLOI,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JZSTOIL,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSTOLI,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSITLO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSITOL,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSILTO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSILOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSIOTL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSIOLT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSLTIO,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSLTOI,O,O,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
JZSLITO,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSLIOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSLOTI,O,X,X,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSLOIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOTIL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOTLI,O,X,X,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOITL,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOILT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOLTI,O,X,X,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOLIT,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOTILS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTISL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTLIS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZOTLSI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZOTSIL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTSLI,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOITLS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOITSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOILTS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
